longitude,latitude,start_date,end_date,label
-65.436071,-9.635399,2022-01-01,2022-12-01,agua
-65.408469,-10.608841,2022-01-01,2022-12-01,agua
-65.385555,-10.456148,2022-01-01,2022-12-01,agua
-65.340924,-9.754289,2022-01-01,2022-12-01,agua
-65.329431,-10.814696,2022-01-01,2022-12-01,agua
-65.324998,-9.91458,2022-01-01,2022-12-01,agua
-65.312,-9.518142,2022-01-01,2022-12-01,agua
-65.310392,-11.228735,2022-01-01,2022-12-01,agua
-65.297078,-10.190211,2022-01-01,2022-12-01,agua
-65.295214,-10.192371,2022-01-01,2022-12-01,agua
-65.290936,-10.17959,2022-01-01,2022-12-01,agua
-65.285159,-11.179354,2022-01-01,2022-12-01,agua
-65.183282,-9.736041,2022-01-01,2022-12-01,agua
-65.179979,-9.553348,2022-01-01,2022-12-01,agua
-65.166919,-9.725188,2022-01-01,2022-12-01,agua
-65.166023,-9.723899,2022-01-01,2022-12-01,agua
-65.158126,-9.714212,2022-01-01,2022-12-01,agua
-65.155693,-9.712235,2022-01-01,2022-12-01,agua
-65.106836,-9.603965,2022-01-01,2022-12-01,agua
-64.959909,-9.584224,2022-01-01,2022-12-01,agua
-64.872037,-9.546676,2022-01-01,2022-12-01,agua
-64.840184,-9.565496,2022-01-01,2022-12-01,agua
-64.840097,-9.371855,2022-01-01,2022-12-01,agua
-64.830302,-9.42453,2022-01-01,2022-12-01,agua
-64.822319,-9.4902,2022-01-01,2022-12-01,agua
-64.808866,-9.479743,2022-01-01,2022-12-01,agua
-64.805957,-9.504101,2022-01-01,2022-12-01,agua
-64.754698,-9.389758,2022-01-01,2022-12-01,agua
-64.738455,-9.365609,2022-01-01,2022-12-01,agua
-64.683801,-9.282572,2022-01-01,2022-12-01,agua
-64.681155,-9.310279,2022-01-01,2022-12-01,agua
-64.658321,-9.287216,2022-01-01,2022-12-01,agua
-64.648113,-9.255034,2022-01-01,2022-12-01,agua
-64.63511,-9.249203,2022-01-01,2022-12-01,agua
-64.617284,-9.198792,2022-01-01,2022-12-01,agua
-64.580598,-9.169707,2022-01-01,2022-12-01,agua
-64.416495,-9.194691,2022-01-01,2022-12-01,agua
-64.395485,-9.292083,2022-01-01,2022-12-01,agua
-64.386968,-9.226783,2022-01-01,2022-12-01,agua
-64.382114,-9.20255,2022-01-01,2022-12-01,agua
-64.358492,-9.120779,2022-01-01,2022-12-01,agua
-64.345942,-9.145157,2022-01-01,2022-12-01,agua
-64.31826,-9.099864,2022-01-01,2022-12-01,agua
-64.282203,-9.029177,2022-01-01,2022-12-01,agua
-64.25291,-9.155091,2022-01-01,2022-12-01,agua
-64.212878,-9.055636,2022-01-01,2022-12-01,agua
-64.209258,-9.055009,2022-01-01,2022-12-01,agua
-64.20299,-9.029453,2022-01-01,2022-12-01,agua
-64.153021,-8.996243,2022-01-01,2022-12-01,agua
-64.118499,-9.021955,2022-01-01,2022-12-01,agua
-64.102586,-8.923097,2022-01-01,2022-12-01,agua
-64.092831,-8.977212,2022-01-01,2022-12-01,agua
-64.091127,-8.90169,2022-01-01,2022-12-01,agua
-64.080434,-8.895574,2022-01-01,2022-12-01,agua
-64.061274,-8.974956,2022-01-01,2022-12-01,agua
-64.060032,-8.74251,2022-01-01,2022-12-01,agua
-64.056263,-8.740509,2022-01-01,2022-12-01,agua
-64.049984,-8.779797,2022-01-01,2022-12-01,agua
-64.04421,-8.770672,2022-01-01,2022-12-01,agua
-64.04052,-8.794679,2022-01-01,2022-12-01,agua
-64.037184,-8.854569,2022-01-01,2022-12-01,agua
-63.991237,-8.858219,2022-01-01,2022-12-01,agua
-63.990735,-8.713807,2022-01-01,2022-12-01,agua
-63.974722,-8.835822,2022-01-01,2022-12-01,agua
-63.920897,-8.678093,2022-01-01,2022-12-01,agua
